"transaction_id","customer_id","account_number","account_type","transaction_timestamp","transaction_amount","transaction_type","counterparty_name","counterparty_account"
"21","486","ACC004868871","Checking","2025-08-11T19:20:15.586850+00:00","4740.64","Credit","Global Inc","EXT750854"
"22","240","ACC002408078","Checking","2025-06-06T20:44:15.586870+00:00","2802.58","Credit","Apple","EXT405541"
"23","48","ACC000481537","Checking","2025-04-03T13:02:15.586887+00:00","2606.75","Credit","Target","EXT152653"
"24","111","ACC001114846","Checking","2025-03-09T23:32:15.586904+00:00","3432.56","Credit","T-Mobile","EXT839547"
"25","449","ACC004491987","Checking","2024-12-10T11:38:15.586921+00:00","1636.01","Credit","Tech Solutions","EXT133020"
"26","397","ACC003974085","Savings","2025-04-14T15:32:15.586939+00:00","2677.18","Credit","Sam's Club","EXT263710"
"27","20","ACC000208939","Checking","2025-10-04T19:50:15.586960+00:00","1339.74","Debit","Costco","EXT502445"
"28","474","ACC004744692","Savings","2025-04-17T04:21:15.586977+00:00","1203.01","Debit","Whole Foods","EXT104750"
"29","383","ACC003838927","Checking","2025-03-13T21:12:15.586994+00:00","1109.97","Debit","Alice Williams","EXT729285"
"30","75","ACC000751262","Checking","2025-04-28T19:22:15.587011+00:00","3385.01","Credit","Water Utility","EXT927582"
"31","4","ACC000046656","Checking","2024-12-04T03:03:15.587028+00:00","4685.32","Debit","Electric Company","EXT114346"
"32","122","ACC001227060","Checking","2025-09-22T14:44:15.587046+00:00","3052.59","Credit","Sam's Club","EXT163635"
"33","213","ACC002137082","Savings","2024-11-18T06:05:15.587063+00:00","308.49","Debit","AT&T","EXT909691"
"34","240","ACC002405850","Savings","2025-10-29T19:11:15.587092+00:00","2423.14","Credit","Walgreens","EXT196392"
"35","202","ACC002024688","Checking","2025-03-21T11:20:15.587109+00:00","3864.06","Credit","Starbucks","EXT422143"
"36","297","ACC002972317","Checking","2025-04-11T15:15:15.587126+00:00","838.4","Debit","DoorDash","EXT647527"
"37","16","ACC000161317","Checking","2024-11-25T12:26:15.587152+00:00","2580.93","Debit","Walgreens","EXT796184"
"38","246","ACC002469948","Checking","2025-06-22T13:58:15.587169+00:00","4930.3","Debit","Water Utility","EXT978446"
"39","321","ACC003211835","Checking","2025-06-14T05:19:15.587186+00:00","348.6","Debit","Whole Foods","EXT315584"
"40","210","ACC002108135","Savings","2025-07-02T02:50:15.587204+00:00","3368.59","Debit","John Doe","EXT897880"
"41","393","ACC003936226","Checking","2024-12-07T20:06:15.587221+00:00","2042.22","Debit","CVS Pharmacy","EXT450564"
"42","247","ACC002473415","Checking","2025-02-16T02:50:15.587248+00:00","3083.2","Credit","Verizon","EXT448711"
"43","455","ACC004556721","Savings","2025-08-09T21:07:15.587266+00:00","3555.94","Credit","GrubHub","EXT361152"
"44","77","ACC000773117","Savings","2025-03-10T03:52:15.587283+00:00","2586.75","Credit","GrubHub","EXT102657"
"45","4","ACC000048169","Savings","2025-09-19T01:50:15.587300+00:00","428.36","Credit","Sam's Club","EXT531557"
"46","372","ACC003724155","Checking","2025-11-01T11:03:15.587317+00:00","2914.71","Debit","Best Buy","EXT547929"
"47","253","ACC002534044","Savings","2025-02-14T08:30:15.587334+00:00","3534.78","Credit","AT&T","EXT840659"
"48","152","ACC001524885","Checking","2024-11-10T11:56:15.587350+00:00","4241.46","Credit","Lyft","EXT754871"
"49","357","ACC003573497","Checking","2025-07-16T23:33:15.587371+00:00","231.74","Debit","Spotify","EXT818274"
"50","335","ACC003356426","Savings","2025-02-19T17:10:15.587388+00:00","2461.48","Credit","AT&T","EXT782521"
"51","261","ACC002613151","Checking","2025-02-12T01:38:15.587406+00:00","2266.11","Debit","Spotify","EXT835817"
"52","158","ACC001582715","Savings","2025-09-21T16:09:15.587423+00:00","2352.53","Debit","Starbucks","EXT728707"
"53","270","ACC002706918","Checking","2025-10-15T16:49:15.587440+00:00","4759.56","Debit","Uber","EXT905928"
"54","49","ACC000497742","Savings","2025-09-18T00:15:15.587462+00:00","1976.7","Credit","T-Mobile","EXT548069"
"55","230","ACC002309149","Checking","2025-09-29T10:51:15.587487+00:00","4039.96","Credit","John Doe","EXT642373"
"56","338","ACC003385282","Savings","2024-12-31T22:24:15.587504+00:00","2227.03","Debit","GrubHub","EXT631970"
"57","99","ACC000996963","Savings","2025-09-05T18:11:15.587522+00:00","854.56","Debit","Electric Company","EXT171204"
"58","96","ACC000965935","Savings","2025-02-08T06:35:15.587539+00:00","4256.44","Credit","XYZ Ltd","EXT886115"
"59","239","ACC002395299","Checking","2025-10-17T09:15:15.587559+00:00","4378.39","Debit","Uber","EXT295510"
"60","17","ACC000176099","Savings","2024-12-24T10:42:15.587577+00:00","4560.86","Credit","Target","EXT613650"
"61","336","ACC003363181","Checking","2025-04-04T04:07:15.587594+00:00","3036.56","Debit","Gas Company","EXT417038"
"62","391","ACC003911041","Savings","2024-12-16T20:58:15.587611+00:00","2808.94","Debit","Verizon","EXT612800"
"63","491","ACC004915124","Savings","2025-09-01T23:39:15.587628+00:00","4572.62","Credit","Best Buy","EXT592204"
"64","291","ACC002916716","Checking","2025-08-30T03:01:15.587645+00:00","4748.16","Debit","ABC Corp","EXT921628"
"65","485","ACC004857346","Checking","2024-11-16T14:19:15.587662+00:00","2266.48","Debit","Walgreens","EXT280390"
"66","480","ACC004806245","Checking","2025-06-19T13:23:15.587698+00:00","3055.83","Debit","Gas Company","EXT304914"
"67","108","ACC001085098","Savings","2024-12-15T05:25:15.587716+00:00","2977.65","Debit","Home Depot","EXT343798"
"68","352","ACC003521175","Savings","2024-12-13T17:14:15.587733+00:00","3394.39","Credit","Home Depot","EXT771521"
"69","140","ACC001408470","Checking","2025-07-01T17:00:15.587750+00:00","3673.98","Credit","Costco","EXT448585"
"70","216","ACC002166363","Savings","2025-01-26T14:12:15.587769+00:00","930.32","Debit","Whole Foods","EXT905970"
"71","347","ACC003477958","Checking","2025-01-09T17:12:15.587786+00:00","2790.55","Credit","GrubHub","EXT651616"
"72","81","ACC000814150","Checking","2025-04-17T00:37:15.587803+00:00","4077.0","Debit","Lyft","EXT515816"
"73","49","ACC000497742","Savings","2025-09-04T00:25:15.587820+00:00","92.27","Debit","Apple","EXT342300"
"74","189","ACC001899615","Checking","2025-04-28T17:39:15.587837+00:00","4528.12","Credit","Amazon","EXT885844"
"75","114","ACC001144899","Checking","2025-10-18T16:20:15.587854+00:00","3514.76","Debit","Home Depot","EXT568915"
"76","392","ACC003929752","Savings","2025-03-22T17:04:15.587872+00:00","888.73","Debit","AT&T","EXT711318"
"77","78","ACC000782042","Savings","2025-08-14T05:05:15.587888+00:00","4217.86","Debit","Global Inc","EXT457139"
"78","311","ACC003116915","Savings","2025-01-25T01:19:15.587908+00:00","3560.24","Credit","Water Utility","EXT650661"
"79","64","ACC000644730","Savings","2025-03-24T23:16:15.587926+00:00","23.74","Credit","GrubHub","EXT519638"
"80","329","ACC003299736","Savings","2025-09-13T04:48:15.587943+00:00","4314.95","Credit","Apple","EXT319490"
"81","250","ACC002506941","Savings","2025-10-31T07:26:15.587961+00:00","1021.14","Credit","Gas Company","EXT328636"
"82","236","ACC002361641","Checking","2025-08-26T23:29:15.587978+00:00","2913.03","Credit","Amazon","EXT447347"
"83","303","ACC003033036","Checking","2025-05-14T19:06:15.587994+00:00","4297.23","Debit","Alice Williams","EXT552906"
"84","390","ACC003909454","Checking","2024-12-04T09:01:15.588012+00:00","3480.93","Debit","CVS Pharmacy","EXT305934"
"85","293","ACC002935730","Savings","2025-10-06T09:31:15.588029+00:00","4668.24","Debit","Uber","EXT819927"
"86","34","ACC000345415","Checking","2025-08-27T12:13:15.588046+00:00","2213.75","Debit","Target","EXT275979"
"87","219","ACC002192601","Savings","2025-06-14T23:28:15.588063+00:00","2905.32","Credit","AT&T","EXT144915"
"88","328","ACC003283291","Checking","2025-06-30T13:30:15.588080+00:00","247.34","Debit","Apple","EXT929778"
"89","186","ACC001866688","Checking","2025-10-27T20:16:15.588097+00:00","1660.11","Credit","Bob Johnson","EXT964106"
"90","38","ACC000387987","Savings","2025-10-13T23:54:15.588114+00:00","65.46","Debit","Apple","EXT505495"
"91","316","ACC003168181","Savings","2025-06-04T00:29:15.588130+00:00","3866.72","Debit","Target","EXT359281"
"92","304","ACC003044983","Checking","2025-08-12T02:15:15.588147+00:00","4034.27","Debit","Water Utility","EXT321915"
"93","209","ACC002092715","Checking","2025-06-02T05:13:15.588164+00:00","3758.37","Debit","Global Inc","EXT177483"
"94","180","ACC001801040","Checking","2025-01-24T08:03:15.588194+00:00","3868.71","Debit","Verizon","EXT910655"
"95","132","ACC001325456","Savings","2024-11-03T04:41:15.588211+00:00","2758.02","Credit","Jane Smith","EXT447753"
"96","137","ACC001371904","Savings","2024-11-23T15:46:15.588228+00:00","3490.77","Credit","Home Depot","EXT640282"
"97","211","ACC002112333","Checking","2025-03-09T00:03:15.588251+00:00","2105.88","Debit","ABC Corp","EXT410811"
"98","181","ACC001819778","Savings","2025-07-30T11:32:15.588267+00:00","4238.13","Debit","Jane Smith","EXT988725"
"99","382","ACC003827428","Savings","2025-04-19T05:59:15.588284+00:00","3619.47","Debit","GrubHub","EXT329413"
"100","59","ACC000593965","Checking","2025-10-17T03:20:15.588300+00:00","2977.93","Debit","T-Mobile","EXT254200"
"101","169","ACC001692484","Checking","2025-09-06T01:07:15.588317+00:00","1543.88","Debit","Gas Company","EXT622678"
"102","302","ACC003021723","Savings","2024-12-11T13:37:15.588333+00:00","695.11","Debit","Water Utility","EXT941677"
"103","390","ACC003909454","Checking","2025-02-13T08:45:15.588351+00:00","1142.08","Credit","Global Inc","EXT828841"
"104","273","ACC002739267","Savings","2024-12-01T21:52:15.588369+00:00","1261.23","Debit","DoorDash","EXT634074"
"105","299","ACC002994763","Checking","2025-09-01T04:23:15.588386+00:00","3428.5","Credit","Alice Williams","EXT212098"
"106","78","ACC000782042","Savings","2025-10-05T11:41:15.588402+00:00","2686.22","Credit","John Doe","EXT590197"
"107","56","ACC000568182","Checking","2025-02-11T20:59:15.588419+00:00","3540.44","Debit","Jane Smith","EXT177788"
"108","118","ACC001183276","Checking","2025-04-04T09:18:15.588437+00:00","3185.92","Debit","GrubHub","EXT650126"
"109","178","ACC001782692","Savings","2025-01-07T11:19:15.588453+00:00","4448.01","Debit","Water Utility","EXT144692"
"110","173","ACC001731926","Savings","2024-12-09T04:09:15.588483+00:00","819.68","Credit","T-Mobile","EXT413732"
"111","214","ACC002144511","Checking","2024-11-16T03:29:15.588500+00:00","771.18","Credit","Home Depot","EXT785298"
"112","250","ACC002506941","Savings","2025-09-01T06:31:15.588517+00:00","525.28","Credit","AT&T","EXT399589"
"113","168","ACC001689982","Savings","2025-09-04T12:21:15.588534+00:00","1192.16","Credit","Walgreens","EXT561468"
"114","439","ACC004399162","Checking","2025-06-23T14:34:15.588552+00:00","1745.94","Debit","Sam's Club","EXT268929"
"115","294","ACC002949043","Savings","2025-01-09T15:20:15.588569+00:00","2855.42","Debit","Sam's Club","EXT739684"
"116","469","ACC004694329","Savings","2025-01-08T04:55:15.588586+00:00","2776.61","Debit","Verizon","EXT370397"
"117","40","ACC000404453","Savings","2025-05-09T07:55:15.588604+00:00","1594.14","Debit","Starbucks","EXT650469"
"118","114","ACC001145290","Savings","2025-10-11T04:17:15.588620+00:00","2351.68","Debit","Verizon","EXT292192"
"119","321","ACC003211835","Checking","2025-08-27T21:26:15.588637+00:00","3919.54","Credit","CVS Pharmacy","EXT122961"
"120","66","ACC000666642","Savings","2025-02-06T04:52:15.588654+00:00","263.85","Credit","Amazon","EXT517010"
"121","163","ACC001634939","Checking","2025-09-20T19:23:15.588673+00:00","4012.19","Credit","Walmart","EXT922667"
"122","184","ACC001845233","Checking","2025-05-09T09:44:15.588689+00:00","4915.96","Debit","Alice Williams","EXT688321"
"123","147","ACC001472036","Checking","2025-04-11T05:34:15.588706+00:00","1706.82","Credit","Costco","EXT740225"
"124","364","ACC003642459","Savings","2025-02-21T11:53:15.588722+00:00","3023.73","Debit","Internet Provider","EXT311710"
"125","441","ACC004412522","Savings","2024-12-08T06:44:15.588739+00:00","3803.08","Debit","Starbucks","EXT453739"
"126","284","ACC002841001","Checking","2025-02-23T08:16:15.588757+00:00","2629.03","Debit","Walgreens","EXT276587"
"127","172","ACC001722718","Checking","2025-08-16T12:09:15.588773+00:00","233.51","Debit","John Doe","EXT617334"
"128","13","ACC000131163","Savings","2024-11-05T22:35:15.588790+00:00","1559.89","Debit","CVS Pharmacy","EXT274372"
"129","1","ACC000015947","Checking","2025-09-04T19:43:15.588807+00:00","2085.88","Credit","ABC Corp","EXT344814"
"130","281","ACC002811436","Checking","2024-11-08T01:42:15.588855+00:00","3232.6","Credit","Whole Foods","EXT116402"
"131","53","ACC000537915","Savings","2025-09-18T13:25:15.588872+00:00","4700.61","Debit","Jane Smith","EXT182320"
"132","378","ACC003784493","Checking","2025-10-18T03:49:15.588889+00:00","166.51","Debit","Spotify","EXT632168"
"133","105","ACC001052972","Savings","2025-01-29T12:39:15.588918+00:00","3713.75","Debit","Gas Company","EXT176417"
"134","8","ACC000083968","Checking","2025-03-06T08:18:15.588936+00:00","620.33","Debit","Uber","EXT896428"
"135","132","ACC001325456","Savings","2025-09-28T11:46:15.588953+00:00","2703.79","Debit","Water Utility","EXT661948"
"136","78","ACC000782042","Savings","2025-02-18T03:29:15.588969+00:00","862.23","Credit","Home Depot","EXT401683"
"137","181","ACC001819778","Savings","2025-03-15T14:40:15.588986+00:00","1963.52","Credit","Lyft","EXT963128"
"138","356","ACC003561104","Checking","2025-08-14T08:05:15.589002+00:00","4789.01","Debit","Jane Smith","EXT915969"
"139","293","ACC002935730","Savings","2025-01-17T12:20:15.589019+00:00","2250.78","Credit","XYZ Ltd","EXT776233"
"140","289","ACC002893268","Checking","2024-12-09T09:26:15.589038+00:00","2685.35","Credit","T-Mobile","EXT894148"
"141","469","ACC004696797","Savings","2025-04-16T17:35:15.589055+00:00","4056.3","Debit","Amazon","EXT126483"
"142","396","ACC003961398","Checking","2024-11-25T12:30:15.589068+00:00","193.99","Credit","Uber","EXT694466"
"143","265","ACC002658247","Checking","2024-11-13T01:54:15.589081+00:00","2983.52","Debit","Alice Williams","EXT336590"
"144","14","ACC000143388","Checking","2025-07-21T06:05:15.589094+00:00","853.6","Credit","ABC Corp","EXT616685"
"145","241","ACC002415728","Savings","2025-09-29T15:14:15.589107+00:00","1447.19","Credit","Costco","EXT203716"
"146","306","ACC003068345","Checking","2025-02-28T19:58:15.589121+00:00","1848.05","Debit","Lyft","EXT496616"
"147","86","ACC000867953","Checking","2025-02-19T14:37:15.589135+00:00","4077.18","Credit","Electric Company","EXT245753"
"148","241","ACC002415728","Savings","2024-12-13T04:51:15.589148+00:00","1899.93","Credit","Jane Smith","EXT609668"
"149","447","ACC004473888","Checking","2025-10-31T03:38:15.589161+00:00","440.93","Credit","Water Utility","EXT245792"
"150","371","ACC003719864","Checking","2024-12-23T23:40:15.589176+00:00","3371.48","Debit","Bob Johnson","EXT512975"
"151","180","ACC001803765","Savings","2025-07-28T02:34:15.589190+00:00","3076.85","Debit","Water Utility","EXT894699"
"152","396","ACC003961398","Checking","2025-09-09T21:06:15.589203+00:00","299.67","Credit","Target","EXT587109"
"153","143","ACC001438503","Savings","2025-04-09T12:05:15.589217+00:00","1967.33","Debit","ABC Corp","EXT984330"
"154","466","ACC004664930","Savings","2025-05-07T09:49:15.589230+00:00","3565.6","Credit","GrubHub","EXT998354"
"155","51","ACC000517961","Savings","2025-01-30T00:05:15.589243+00:00","3010.75","Credit","Best Buy","EXT208961"
"156","393","ACC003936226","Checking","2024-12-15T00:10:15.589257+00:00","4372.69","Credit","XYZ Ltd","EXT746546"
"157","254","ACC002541612","Savings","2025-01-18T14:36:15.589270+00:00","1659.22","Credit","Bob Johnson","EXT147075"
"158","455","ACC004556721","Savings","2024-12-10T05:23:15.589283+00:00","3444.38","Credit","Global Inc","EXT832148"
"159","103","ACC001036120","Savings","2025-09-06T10:53:15.589296+00:00","3754.94","Debit","XYZ Ltd","EXT304570"
"160","136","ACC001366402","Checking","2025-06-09T01:06:15.589309+00:00","3451.61","Credit","Lyft","EXT634581"
"161","494","ACC004941167","Checking","2025-03-05T11:18:15.589322+00:00","2907.62","Debit","CVS Pharmacy","EXT518059"
"162","308","ACC003088708","Savings","2025-01-09T07:09:15.589336+00:00","3649.89","Debit","Netflix","EXT380139"
"163","57","ACC000578289","Checking","2025-04-30T00:59:15.589348+00:00","1497.57","Debit","Bob Johnson","EXT187379"
"164","282","ACC002821865","Savings","2025-09-19T20:53:15.589361+00:00","3551.61","Credit","Walmart","EXT259907"
"165","186","ACC001866688","Checking","2025-02-26T08:17:15.589375+00:00","3007.1","Credit","GrubHub","EXT963872"
"166","289","ACC002893268","Checking","2025-05-03T04:51:15.589389+00:00","908.9","Debit","Amazon","EXT395852"
"167","300","ACC003005707","Savings","2025-05-31T12:49:15.589403+00:00","807.71","Credit","Lyft","EXT835639"
"168","449","ACC004491987","Checking","2025-05-14T03:51:15.589416+00:00","942.49","Debit","Walmart","EXT895249"
"169","347","ACC003477958","Checking","2025-08-09T08:31:15.589430+00:00","2265.13","Debit","Uber","EXT163285"
"170","349","ACC003499799","Savings","2025-09-11T23:30:15.589443+00:00","3965.42","Credit","CVS Pharmacy","EXT941136"
"171","426","ACC004263913","Checking","2024-11-25T16:40:15.589456+00:00","3614.95","Credit","John Doe","EXT270948"
"172","480","ACC004806245","Checking","2025-10-19T08:58:15.589469+00:00","2269.19","Credit","GrubHub","EXT477783"
"173","497","ACC004973090","Savings","2025-07-04T06:51:15.589482+00:00","921.93","Credit","Electric Company","EXT495589"
"174","406","ACC004063091","Checking","2024-11-07T15:03:15.589505+00:00","4476.83","Credit","Electric Company","EXT310855"
"175","199","ACC001993428","Savings","2025-01-21T11:19:15.589519+00:00","711.95","Debit","Water Utility","EXT187211"
"176","27","ACC000272839","Checking","2025-10-10T21:24:15.589538+00:00","3914.21","Credit","Starbucks","EXT176570"
"177","68","ACC000683290","Savings","2025-07-01T09:25:15.589576+00:00","2934.66","Credit","Apple","EXT186944"
"178","429","ACC004291786","Checking","2025-05-25T01:26:15.589590+00:00","106.22","Credit","Verizon","EXT331589"
"179","249","ACC002498606","Savings","2025-09-05T00:44:15.589603+00:00","2470.8","Credit","GrubHub","EXT498402"
"180","176","ACC001765566","Savings","2025-05-19T21:15:15.589616+00:00","4323.96","Debit","Costco","EXT379184"
"181","451","ACC004515250","Savings","2025-03-09T14:16:15.589629+00:00","3582.58","Credit","CVS Pharmacy","EXT319140"
"182","284","ACC002841719","Savings","2025-05-20T04:32:15.589642+00:00","2779.21","Debit","DoorDash","EXT340729"
"183","12","ACC000126650","Checking","2025-02-06T08:59:15.589655+00:00","4763.22","Credit","Tech Solutions","EXT897937"
"184","116","ACC001167579","Checking","2024-12-18T22:14:15.589668+00:00","2124.79","Debit","ABC Corp","EXT321062"
"185","153","ACC001535684","Checking","2024-12-07T00:10:15.589681+00:00","1154.9","Credit","Costco","EXT525480"
"186","341","ACC003413642","Savings","2025-02-06T18:48:15.589695+00:00","3791.88","Credit","Amazon","EXT636267"
"187","180","ACC001801040","Checking","2025-05-27T18:08:15.589708+00:00","1624.9","Debit","Alice Williams","EXT717777"
"188","138","ACC001388262","Savings","2025-10-12T11:55:15.589721+00:00","1916.28","Debit","Global Inc","EXT955718"
"189","251","ACC002516320","Savings","2025-04-24T07:06:15.589734+00:00","1455.92","Debit","Bob Johnson","EXT229137"
"190","188","ACC001882343","Checking","2025-04-03T17:15:15.589747+00:00","4648.94","Debit","ABC Corp","EXT437584"
"191","390","ACC003902329","Checking","2024-11-17T08:55:15.589761+00:00","4981.32","Credit","Walgreens","EXT876188"
"192","22","ACC000224694","Savings","2025-07-15T09:49:15.589774+00:00","1875.44","Debit","XYZ Ltd","EXT876952"
"193","132","ACC001325456","Savings","2025-05-19T15:10:15.589787+00:00","2830.9","Debit","Starbucks","EXT175628"
"194","299","ACC002997885","Savings","2025-06-29T16:53:15.589800+00:00","541.71","Credit","Walmart","EXT310007"
"195","122","ACC001225359","Checking","2025-09-23T10:04:15.589813+00:00","4690.9","Debit","Uber","EXT408853"
"196","471","ACC004714086","Checking","2024-12-04T11:34:15.589826+00:00","2548.46","Credit","Uber","EXT716890"
"197","493","ACC004937133","Checking","2025-09-22T16:17:15.589841+00:00","932.12","Credit","Walgreens","EXT784100"
"198","355","ACC003551620","Checking","2025-04-21T22:54:15.589854+00:00","4693.12","Debit","Verizon","EXT354035"
"199","356","ACC003563633","Savings","2025-05-27T12:28:15.589867+00:00","4873.57","Credit","Spotify","EXT558648"
"200","208","ACC002089127","Checking","2024-11-08T04:32:15.589880+00:00","2354.02","Credit","DoorDash","EXT387548"
"201","100","ACC001006881","Savings","2025-04-15T19:19:15.589893+00:00","4428.11","Credit","Tech Solutions","EXT495893"
"202","118","ACC001183276","Checking","2025-10-30T16:42:15.589911+00:00","583.02","Debit","Whole Foods","EXT813235"
"203","56","ACC000568182","Checking","2025-05-05T13:39:15.589924+00:00","4904.71","Credit","Spotify","EXT701314"
"204","214","ACC002144511","Checking","2025-04-08T16:01:15.589938+00:00","2012.13","Credit","GrubHub","EXT667607"
"205","397","ACC003975892","Checking","2025-01-16T14:49:15.589951+00:00","2932.63","Debit","John Doe","EXT681587"
"206","404","ACC004045387","Checking","2025-07-12T00:57:15.589965+00:00","2012.55","Debit","Sam's Club","EXT347517"
"207","349","ACC003499799","Savings","2025-10-18T05:04:15.589978+00:00","588.69","Debit","Verizon","EXT756866"
"208","159","ACC001598391","Checking","2025-04-16T08:17:15.589991+00:00","2489.7","Debit","Best Buy","EXT309038"
"209","403","ACC004031961","Savings","2025-01-09T15:00:15.590004+00:00","2997.72","Debit","Water Utility","EXT812865"
"210","103","ACC001036120","Savings","2025-06-30T16:46:15.590018+00:00","1707.54","Credit","Water Utility","EXT416212"
"211","250","ACC002506941","Savings","2024-11-04T15:54:15.590044+00:00","3019.55","Debit","Tech Solutions","EXT602028"
"212","457","ACC004575450","Savings","2025-07-24T11:16:15.590059+00:00","788.73","Debit","Global Inc","EXT195704"
"213","319","ACC003198231","Checking","2025-05-10T22:32:15.590073+00:00","619.49","Credit","John Doe","EXT440627"
"214","460","ACC004604849","Savings","2025-06-12T01:42:15.590086+00:00","4188.16","Debit","Uber","EXT397022"
"215","423","ACC004233579","Checking","2024-11-27T23:59:15.590100+00:00","4662.0","Debit","Apple","EXT491677"
"216","68","ACC000683290","Savings","2025-07-07T03:37:15.590113+00:00","911.47","Credit","Walgreens","EXT879086"
"217","169","ACC001692484","Checking","2025-01-24T16:13:15.590127+00:00","3943.96","Credit","GrubHub","EXT415570"
"218","113","ACC001134517","Savings","2025-09-11T15:46:15.590140+00:00","3684.45","Credit","CVS Pharmacy","EXT498386"
"219","27","ACC000272839","Checking","2025-07-03T11:04:15.590153+00:00","2072.51","Credit","Gas Company","EXT170300"
"220","143","ACC001438965","Checking","2025-10-12T13:17:15.590166+00:00","1774.21","Debit","GrubHub","EXT915519"
"221","115","ACC001159308","Savings","2025-10-24T01:16:15.590178+00:00","2136.3","Credit","Best Buy","EXT475111"
"222","351","ACC003511021","Savings","2025-10-27T19:40:15.590193+00:00","3007.83","Credit","DoorDash","EXT592233"
"223","481","ACC004817509","Checking","2025-03-26T08:00:15.590206+00:00","2978.11","Credit","ABC Corp","EXT350502"
"224","5","ACC000058692","Checking","2025-07-27T17:42:15.590224+00:00","3106.08","Debit","Costco","EXT776890"
"225","496","ACC004965694","Checking","2025-02-05T18:07:15.590237+00:00","2053.7","Credit","Alice Williams","EXT998135"
"226","71","ACC000716703","Savings","2024-12-29T07:23:15.590251+00:00","3295.84","Debit","Amazon","EXT874687"
"227","186","ACC001866688","Checking","2025-01-14T05:46:15.590265+00:00","696.35","Credit","GrubHub","EXT493830"
"228","90","ACC000903861","Checking","2025-07-01T22:26:15.590278+00:00","4848.72","Debit","AT&T","EXT365231"
"229","78","ACC000782042","Savings","2025-04-04T17:58:15.590291+00:00","3493.02","Debit","Internet Provider","EXT506103"
"230","497","ACC004973090","Savings","2025-02-12T21:37:15.590304+00:00","3256.56","Credit","Global Inc","EXT470082"
"231","85","ACC000859626","Checking","2025-03-10T23:00:15.590317+00:00","2780.04","Credit","Starbucks","EXT516013"
"232","487","ACC004872524","Savings","2025-04-11T20:41:15.590331+00:00","2384.01","Debit","DoorDash","EXT998154"
"233","351","ACC003511021","Savings","2025-03-07T02:11:15.590343+00:00","1516.44","Credit","Tech Solutions","EXT192982"
"234","155","ACC001557177","Savings","2024-12-13T06:41:15.590358+00:00","2161.92","Debit","Bob Johnson","EXT519095"
"235","400","ACC004004350","Checking","2025-01-12T14:07:15.590372+00:00","2928.53","Debit","Starbucks","EXT602603"
"236","311","ACC003111094","Checking","2025-10-12T02:32:15.590385+00:00","1008.46","Debit","Netflix","EXT444647"
"237","17","ACC000176099","Savings","2025-10-08T15:16:15.590398+00:00","4306.98","Debit","Lyft","EXT555954"
"238","364","ACC003642459","Savings","2025-10-28T23:14:15.590411+00:00","3921.9","Debit","Uber","EXT925920"
"239","150","ACC001501882","Checking","2025-02-17T04:40:15.590424+00:00","3528.25","Debit","AT&T","EXT952350"
"240","63","ACC000632748","Checking","2024-12-09T01:05:15.590438+00:00","4781.41","Credit","CVS Pharmacy","EXT381557"
